x1,x2,x3,label
0.09531017980432493,7.095976067707081,5.796361655949294,0
0.09531017980432493,7.426013214565423,5.808442745199634,0
-2.3025850929940455,6.886633782360025,5.799395638859147,0
0.09531017980432493,7.336350804479156,5.784132827309859,0
0.09531017980432493,7.441965342980864,5.787204082795274,0
-2.3025850929940455,7.251415902843185,5.799395638859147,0
-2.3025850929940455,8.12151008316269,5.796361655949294,0
-2.3025850929940455,6.942253319389704,5.808442745199634,0
-2.3025850929940455,6.361475174231744,5.799395638859147,0
-2.3025850929940455,7.780762656339933,5.799395638859147,0
-2.3025850929940455,6.914830192654099,5.790265934544339,0
-2.3025850929940455,7.418240844935023,5.793318439967056,0
0.09531017980432493,6.800281420676904,5.802420444553201,0
0.09531017980432493,6.999513704221678,5.790265934544339,0
-2.3025850929940455,7.335047108316409,5.635146682266063,0
-2.3025850929940455,7.100109671476466,5.790265934544339,0
-2.3025850929940455,7.035356623575859,5.635146682266063,0
-2.3025850929940455,6.583547525180906,5.781052110147502,0
-2.3025850929940455,6.621538798691966,5.6315701405422764,0
-2.3025850929940455,6.800281420676904,5.627980761239919,0
-2.3025850929940455,7.081792616188394,5.624378451868933,0
-2.3025850929940455,6.628173642564224,5.635146682266063,0
-2.3025850929940455,7.083471736723956,5.793318439967056,0
-2.3025850929940455,6.7323298888760235,5.8114403493627105,0
-2.3025850929940455,7.3883897005838985,5.793318439967056,0
-2.3025850929940455,6.429880755355832,5.796361655949294,0
-2.3025850929940455,7.081792616188394,5.799395638859147,0
0.09531017980432493,7.157813362837228,5.796361655949294,0
-2.3025850929940455,6.950910549296065,5.784132827309859,0
-2.3025850929940455,6.428266810525186,5.793318439967056,0
-2.3025850929940455,6.72154617546099,5.796361655949294,0
0.09531017980432493,6.902843234621116,5.777961872830453,0
-2.3025850929940455,6.47095429056412,5.799395638859147,0
-2.3025850929940455,8.12151008316269,5.793318439967056,0
-2.3025850929940455,6.690966493305935,5.790265934544339,0
-2.3025850929940455,6.3870476553616955,5.8114403493627105,0
-2.3025850929940455,6.977374620862194,5.989212012054688,0
-2.3025850929940455,7.1671150344293295,5.805436128382701,0
-2.3025850929940455,6.930592512884894,5.793318439967056,0
-2.3025850929940455,7.242869450993779,5.781052110147502,0
-2.3025850929940455,6.735898772035947,5.6315701405422764,0
-2.3025850929940455,7.22190886863971,5.624378451868933,0
-2.3025850929940455,7.00315636374539,5.799395638859147,0
-2.3025850929940455,7.0067858024450915,5.808442745199634,0
-2.3025850929940455,6.978306934933082,5.808442745199634,0
-2.3025850929940455,6.47250084206322,5.790265934544339,0
-2.3025850929940455,7.311952917523336,5.635146682266063,0
-2.3025850929940455,6.921756798617951,5.790265934544339,0
-2.3025850929940455,7.482175228273281,5.627980761239919,0
-2.3025850929940455,7.075893391259617,5.799395638859147,0
-2.3025850929940455,6.62685019080938,5.787204082795274,0
-2.3025850929940455,7.206451472697018,5.793318439967056,0
-2.3025850929940455,7.19975302550152,5.799395638859147,0
0.09531017980432493,7.295802913053232,5.799395638859147,0
-2.3025850929940455,6.8491723215498395,5.802420444553201,0
-2.3025850929940455,7.084310240881755,5.793318439967056,0
-2.3025850929940455,6.8988154374126625,5.802420444553201,0
0.09531017980432493,7.07842589303523,5.6315701405422764,0
-2.3025850929940455,7.158591815313096,5.799395638859147,0
-2.3025850929940455,6.75821064170212,5.790265934544339,0
-2.3025850929940455,6.541174288923939,5.799395638859147,0
-2.3025850929940455,6.853404684232055,5.796361655949294,0
0.09531017980432493,7.547026886572764,5.627980761239919,0
-2.3025850929940455,7.226281734728899,5.793318439967056,0
-2.3025850929940455,6.791333815964886,5.796361655949294,0
-2.3025850929940455,7.055399120894699,5.793318439967056,0
-2.3025850929940455,8.330405677062682,5.799395638859147,0
-2.3025850929940455,6.331679770008029,5.784132827309859,0
-2.3025850929940455,6.865995344733905,5.642261618007951,0
-2.3025850929940455,8.371959305226186,5.642261618007951,0
-2.3025850929940455,7.073354459631703,5.627980761239919,0
0.09531017980432493,7.346074723961249,5.787204082795274,0
-2.3025850929940455,7.18394658471842,5.799395638859147,0
-2.3025850929940455,6.852348271710398,5.799395638859147,0
-2.3025850929940455,6.397096307995467,5.635146682266063,0
0.09531017980432493,6.685985783221071,5.796361655949294,0
-2.3025850929940455,8.311914115885594,5.627980761239919,0
-2.3025850929940455,6.525176274660674,5.790265934544339,0
-2.3025850929940455,6.762845107186329,5.790265934544339,0
-2.3025850929940455,7.425417480007116,5.805436128382701,0
0.09531017980432493,6.886633782360025,5.799395638859147,0
-2.3025850929940455,7.134173462830004,5.777961872830453,0
-2.3025850929940455,7.111593679238341,5.642261618007951,0
-2.3025850929940455,7.07842589303523,5.790265934544339,0
0.09531017980432493,7.4512997553108535,5.796361655949294,0
-2.3025850929940455,7.042373580706898,5.787204082795274,0
0.09531017980432493,6.5793900912548215,5.790265934544339,0
-2.3025850929940455,6.7191339200396545,5.638710477912486,0
-2.3025850929940455,7.176330981694181,5.642261618007951,0
-2.3025850929940455,7.030061403366105,5.787204082795274,0
-2.3025850929940455,7.495597497896659,5.796361655949294,0
0.09531017980432493,7.780344875585193,5.796361655949294,0
-2.3025850929940455,7.0926568380394786,5.802420444553201,0
-2.3025850929940455,6.8680784618292385,5.790265934544339,0
-2.3025850929940455,7.9204828284930775,5.635146682266063,0
-2.3025850929940455,7.001336692603667,5.635146682266063,0
-2.3025850929940455,6.82556860799419,5.635146682266063,0
-2.3025850929940455,6.498432740546668,5.620763118936109,0
-2.3025850929940455,6.507426954979125,5.638710477912486,0
-2.3025850929940455,7.384672454496941,5.774862056337153,0
0.09531017980432493,7.479356101462587,5.796361655949294,0
-2.3025850929940455,6.513378467859393,5.802420444553201,0
-2.3025850929940455,7.232082635630662,5.799395638859147,0
-2.3025850929940455,7.315949991661167,5.793318439967056,0
0.09531017980432493,7.668140458807759,5.799395638859147,0
-2.3025850929940455,6.552650530212922,5.790265934544339,0
-2.3025850929940455,7.1349705296664006,5.756058619221572,0
-2.3025850929940455,6.259772650376566,5.624378451868933,0
-2.3025850929940455,7.204966801650047,5.635146682266063,0
-2.3025850929940455,6.767458193443415,5.814428994743265,0
0.09531017980432493,7.297835985046554,5.971516909298286,0
-2.3025850929940455,7.887996859348116,5.642261618007951,0
-2.3025850929940455,7.140532279264585,5.638710477912486,0
0.09531017980432493,7.484424821483387,5.642261618007951,0
-2.3025850929940455,6.565405805188048,5.781052110147502,0
-2.3025850929940455,7.821282195033561,5.635146682266063,0
-2.3025850929940455,6.727551478159183,5.799395638859147,0
-2.3025850929940455,6.526641261737804,5.799395638859147,0
-2.3025850929940455,7.076738271336911,5.624378451868933,0
-2.3025850929940455,6.539730453847818,5.796361655949294,0
-2.3025850929940455,7.318605859366639,5.85821882796062,0
0.09531017980432493,7.567914283715101,5.759217181544302,0
-2.3025850929940455,7.438442351843683,5.784132827309859,0
0.09531017980432493,7.076738271336911,5.642261618007951,0
